category_all_arts-mace_label	category_all_arts-mace_label_distribution	category_all_beauty-mace_label	category_all_beauty-mace_label_distribution	category_all_books-mace_label	category_all_books-mace_label_distribution	category_all_business-mace_label	category_all_business-mace_label_distribution	category_all_family-mace_label	category_all_family-mace_label_distribution	category_all_finance-mace_label	category_all_finance-mace_label_distribution	category_all_games-mace_label	category_all_games-mace_label_distribution	category_all_gastronomy-mace_label	category_all_gastronomy-mace_label_distribution	category_all_health-mace_label	category_all_health-mace_label_distribution	category_all_lifestyle-mace_label	category_all_lifestyle-mace_label_distribution	category_all_other-mace_label	category_all_other-mace_label_distribution	category_all_politics-mace_label	category_all_politics-mace_label_distribution	category_all_religion-mace_label	category_all_religion-mace_label_distribution	category_all_sports-mace_label	category_all_sports-mace_label_distribution	category_all_style-mace_label	category_all_style-mace_label_distribution	category_all_travel-mace_label	category_all_travel-mace_label_distribution	category_most_index-mace_label	category_most_index-mace_label_distribution	classify_account-mace_label	classify_account-mace_label_distribution	user_id
n	{'n': 0.701781037804422, 'y': 0.2982189621955781}	n	{'n': 0.8743128033413547, 'y': 0.1256871966586452}	y	{'y': 0.9906583064995048, 'n': 0.009341693500495211}	n	{'n': 0.8242883926586948, 'y': 0.17571160734130528}	n	{'n': 0.811171500553865, 'y': 0.18882849944613508}	n	{'n': 0.9876924635934174, 'y': 0.012307536406582595}	n	{'n': 0.9990122491193584, 'y': 0.0009877508806416867}	n	{'n': 0.9736702778728977, 'y': 0.02632972212710219}	n	{'n': 0.9026457540774165, 'y': 0.09735424592258338}	n	{'n': 0.9990176970927, 'y': 0.0009823029072999403}	y	{'y': 0.9377457887554204, 'n': 0.06225421124457966}	n	{'n': 0.9990132799504264, 'y': 0.0009867200495736247}	n	{'n': 0.9990177737141313, 'y': 0.000982226285868766}	n	{'n': 0.9602127450770457, 'y': 0.03978725492295431}	n	{'n': 0.6969183937106256, 'y': 0.30308160628937447}	n	{'n': 0.9355042694153838, 'y': 0.0644957305846162}	books	{'books': 0.6588618729863382, 'arts': 0.026241394385666285, 'family': 0.026241394385666285, 'travel': 0.026241394385666285, 'style': 0.026241394385666285, 'games': 0.026241394385666285, 'science and technology': 0.026241394385666285, 'gastronomy': 0.026241394385666285, 'health': 0.026241394385666285, 'sports': 0.026241394385666285, 'beauty': 0.026241394385666285, 'business': 0.026241394385666285, 'other': 0.026241394385666285, 'politics': 0.026241394385666285}	promoting	{'promoting': 0.4303150759906766, 'personal': 0.2874775265897536, 'missing': 0.14110369870978498, 'non_english': 0.14110369870978498}	1018013754951327744
n	{'n': 0.8737233707252325, 'y': 0.1262766292747674}	y	{'y': 0.5005493096478395, 'n': 0.4994506903521605}	n	{'n': 0.9985149585322489, 'y': 0.0014850414677511155}	n	{'n': 0.9985196145137263, 'y': 0.001480385486273702}	n	{'n': 0.5837553070856575, 'y': 0.4162446929143424}	n	{'n': 0.9985336272180992, 'y': 0.0014663727819008508}	n	{'n': 0.9985301876458949, 'y': 0.0014698123541051465}	n	{'n': 0.8766646106754871, 'y': 0.12333538932451285}	n	{'n': 0.9628317970081725, 'y': 0.0371682029918276}	n	{'n': 0.9825563094405384, 'y': 0.017443690559461614}	n	{'n': 0.5309397833455577, 'y': 0.46906021665444225}	n	{'n': 0.9984780184482928, 'y': 0.0015219815517071747}	n	{'n': 0.9985346852117988, 'y': 0.0014653147882012542}	n	{'n': 0.9980638418744779, 'y': 0.001936158125521983}	y	{'y': 0.7015473767916166, 'n': 0.2984526232083834}	y	{'y': 0.5005599309110225, 'n': 0.49944006908897753}	style	{'style': 0.5150479259888855, 'arts': 0.03730400569316265, 'family': 0.03730400569316265, 'travel': 0.03730400569316265, 'games': 0.03730400569316265, 'science and technology': 0.03730400569316265, 'books': 0.03730400569316265, 'gastronomy': 0.03730400569316265, 'health': 0.03730400569316265, 'sports': 0.03730400569316265, 'beauty': 0.03730400569316265, 'business': 0.03730400569316265, 'other': 0.03730400569316265, 'politics': 0.03730400569316265}	personal	{'personal': 0.7882323256116549, 'promoting': 0.08233396119579754, 'missing': 0.0648765604306297, 'non_english': 0.06455715276191795}	996888053837975552
	{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'arts': 0.07142857142857145, 'family': 0.07142857142857145, 'travel': 0.07142857142857145, 'style': 0.07142857142857145, 'games': 0.07142857142857145, 'science and technology': 0.07142857142857145, 'books': 0.07142857142857145, 'gastronomy': 0.07142857142857145, 'health': 0.07142857142857145, 'sports': 0.07142857142857145, 'beauty': 0.07142857142857145, 'business': 0.07142857142857145, 'other': 0.07142857142857145, 'politics': 0.07142857142857145}	missing	{'missing': 0.9240539769017692, 'personal': 0.02532316031867226, 'non_english': 0.0253114313897793, 'promoting': 0.0253114313897793}	957461804774391808
n	{'n': 0.8359594531119295, 'y': 0.16404054688807052}	n	{'n': 0.9999935451454619, 'y': 6.454854538158475e-06}	n	{'n': 0.999028621102419, 'y': 0.0009713788975809843}	n	{'n': 0.9782043725354808, 'y': 0.021795627464519133}	n	{'n': 0.9783541056577372, 'y': 0.02164589434226283}	n	{'n': 0.999993253061636, 'y': 6.746938364002726e-06}	n	{'n': 0.9999985052947659, 'y': 1.4947052340984693e-06}	n	{'n': 0.9876066703211217, 'y': 0.012393329678878294}	n	{'n': 0.9998695334979024, 'y': 0.0001304665020975342}	n	{'n': 0.9999978562038407, 'y': 2.143796159280527e-06}	y	{'y': 0.5265534207484307, 'n': 0.4734465792515693}	n	{'n': 0.9976528459678025, 'y': 0.0023471540321974385}	n	{'n': 0.9999985346479021, 'y': 1.4653520978283194e-06}	n	{'n': 0.999965353901613, 'y': 3.4646098386944716e-05}	y	{'y': 0.9928560176587408, 'n': 0.007143982341259138}	n	{'n': 0.9989720950070391, 'y': 0.0010279049929609726}	style	{'style': 0.9447809850334261, 'arts': 0.004247616535890296, 'family': 0.004247616535890296, 'travel': 0.004247616535890296, 'games': 0.004247616535890296, 'science and technology': 0.004247616535890296, 'books': 0.004247616535890296, 'gastronomy': 0.004247616535890296, 'health': 0.004247616535890296, 'sports': 0.004247616535890296, 'beauty': 0.004247616535890296, 'business': 0.004247616535890296, 'other': 0.004247616535890296, 'politics': 0.004247616535890296}	promoting	{'promoting': 0.9671300576528653, 'personal': 0.010960031687839525, 'missing': 0.010954955329647518, 'non_english': 0.010954955329647518}	906006221932695552
	{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'arts': 0.07142857142857145, 'family': 0.07142857142857145, 'travel': 0.07142857142857145, 'style': 0.07142857142857145, 'games': 0.07142857142857145, 'science and technology': 0.07142857142857145, 'books': 0.07142857142857145, 'gastronomy': 0.07142857142857145, 'health': 0.07142857142857145, 'sports': 0.07142857142857145, 'beauty': 0.07142857142857145, 'business': 0.07142857142857145, 'other': 0.07142857142857145, 'politics': 0.07142857142857145}	missing	{'missing': 0.993879541824987, 'personal': 0.0020407828779805347, 'non_english': 0.002039837648516258, 'promoting': 0.002039837648516258}	952695796079759361
n	{'n': 0.701781037804422, 'y': 0.2982189621955781}	n	{'n': 0.8743128033413547, 'y': 0.1256871966586452}	n	{'n': 0.9904449570219522, 'y': 0.009555042978047733}	n	{'n': 0.8242883926586948, 'y': 0.17571160734130528}	n	{'n': 0.811171500553865, 'y': 0.18882849944613508}	n	{'n': 0.9876924635934174, 'y': 0.012307536406582595}	n	{'n': 0.9990122491193584, 'y': 0.0009877508806416867}	n	{'n': 0.9736702778728977, 'y': 0.02632972212710219}	n	{'n': 0.9026457540774165, 'y': 0.09735424592258338}	n	{'n': 0.9990176970927, 'y': 0.0009823029072999403}	n	{'n': 0.9278816445826905, 'y': 0.07211835541730947}	n	{'n': 0.9990132799504264, 'y': 0.0009867200495736247}	n	{'n': 0.9990177737141313, 'y': 0.000982226285868766}	y	{'y': 0.9633120237673396, 'n': 0.0366879762326605}	n	{'n': 0.6969183937106256, 'y': 0.30308160628937447}	n	{'n': 0.9355042694153838, 'y': 0.0644957305846162}	sports	{'sports': 0.6150345564065721, 'arts': 0.02961272643026369, 'family': 0.02961272643026369, 'travel': 0.02961272643026369, 'style': 0.02961272643026369, 'games': 0.02961272643026369, 'science and technology': 0.02961272643026369, 'books': 0.02961272643026369, 'gastronomy': 0.02961272643026369, 'health': 0.02961272643026369, 'beauty': 0.02961272643026369, 'business': 0.02961272643026369, 'other': 0.02961272643026369, 'politics': 0.02961272643026369}	personal	{'personal': 0.7662375743121936, 'promoting': 0.1411765940408396, 'missing': 0.04629291582348339, 'non_english': 0.04629291582348339}	937877594111852550
n	{'n': 0.9779485443597736, 'y': 0.022051455640226335}	y	{'y': 0.9570863291926449, 'n': 0.042913670807355156}	n	{'n': 0.9342143501025387, 'y': 0.06578564989746137}	n	{'n': 0.9701193183167229, 'y': 0.029880681683277056}	n	{'n': 0.9988727927240066, 'y': 0.001127207275993426}	n	{'n': 0.9998630081793186, 'y': 0.00013699182068134964}	n	{'n': 0.9999971636023157, 'y': 2.8363976842709113e-06}	n	{'n': 0.9999523807348113, 'y': 4.7619265188659686e-05}	n	{'n': 0.9999635129234411, 'y': 3.648707655891465e-05}	n	{'n': 0.9999248696730968, 'y': 7.51303269032605e-05}	n	{'n': 0.7283711415045517, 'y': 0.27162885849544827}	n	{'n': 0.9998282008871355, 'y': 0.00017179911286447505}	n	{'n': 0.9999961057126244, 'y': 3.89428737553393e-06}	n	{'n': 0.9999852901476419, 'y': 1.4709852358043891e-05}	y	{'y': 0.9984356136348479, 'n': 0.0015643863651520697}	n	{'n': 0.9995740146901825, 'y': 0.00042598530981758324}	style	{'style': 0.9875976947022765, 'arts': 0.0009540234844402426, 'family': 0.0009540234844402426, 'travel': 0.0009540234844402426, 'games': 0.0009540234844402426, 'science and technology': 0.0009540234844402426, 'books': 0.0009540234844402426, 'gastronomy': 0.0009540234844402426, 'health': 0.0009540234844402426, 'sports': 0.0009540234844402426, 'beauty': 0.0009540234844402426, 'business': 0.0009540234844402426, 'other': 0.0009540234844402426, 'politics': 0.0009540234844402426}	promoting	{'promoting': 0.9919654020925404, 'personal': 0.002679026532350597, 'missing': 0.0026777856875545734, 'non_english': 0.0026777856875545734}	876843557780418561
n	{'n': 0.8829743911575652, 'y': 0.11702560884243482}	n	{'n': 0.7976949397089208, 'y': 0.2023050602910792}	n	{'n': 0.8510476708474161, 'y': 0.14895232915258386}	n	{'n': 0.8926862167134071, 'y': 0.10731378328659293}	y	{'y': 0.9135317826409235, 'n': 0.08646821735907648}	n	{'n': 0.9956097220963185, 'y': 0.004390277903681417}	n	{'n': 0.9955947780242169, 'y': 0.004405221975782992}	n	{'n': 0.9956378053642023, 'y': 0.0043621946357976765}	n	{'n': 0.9717580106579727, 'y': 0.028241989342027173}	n	{'n': 0.9952039094791149, 'y': 0.0047960905208850645}	n	{'n': 0.5061645679725537, 'y': 0.4938354320274463}	n	{'n': 0.9476759774688339, 'y': 0.05232402253116607}	n	{'n': 0.995601555034901, 'y': 0.004398444965098932}	n	{'n': 0.995610200399307, 'y': 0.004389799600693011}	n	{'n': 0.8870225027292578, 'y': 0.11297749727074219}	n	{'n': 0.5230031262551186, 'y': 0.47699687374488137}	family	{'family': 0.551890770847245, 'arts': 0.03446994070405806, 'travel': 0.03446994070405806, 'style': 0.03446994070405806, 'games': 0.03446994070405806, 'science and technology': 0.03446994070405806, 'books': 0.03446994070405806, 'gastronomy': 0.03446994070405806, 'health': 0.03446994070405806, 'sports': 0.03446994070405806, 'beauty': 0.03446994070405806, 'business': 0.03446994070405806, 'other': 0.03446994070405806, 'politics': 0.03446994070405806}	promoting	{'promoting': 0.5334175997933904, 'personal': 0.29629152612644555, 'missing': 0.08514543704008201, 'non_english': 0.08514543704008201}	982680996406595584
n	{'n': 0.9880702736087463, 'y': 0.011929726391253639}	n	{'n': 0.9952076711982986, 'y': 0.004792328801701391}	n	{'n': 0.9952392751938449, 'y': 0.004760724806155059}	n	{'n': 0.9952324301629637, 'y': 0.004767569837036372}	n	{'n': 0.9438747891310127, 'y': 0.056125210868987314}	n	{'n': 0.9952411284758083, 'y': 0.004758871524191797}	n	{'n': 0.9548807867666189, 'y': 0.04511921323338105}	n	{'n': 0.9951760095778936, 'y': 0.0048239904221063085}	n	{'n': 0.9097914818264331, 'y': 0.09020851817356693}	n	{'n': 0.9952223587643518, 'y': 0.004777641235648219}	n	{'n': 0.991049384184105, 'y': 0.008950615815894994}	n	{'n': 0.8943102500602924, 'y': 0.10568974993970752}	n	{'n': 0.9952434809891249, 'y': 0.004756519010875101}	n	{'n': 0.9952432466547136, 'y': 0.004756753345286358}	n	{'n': 0.7161357925081792, 'y': 0.2838642074918208}	n	{'n': 0.890763036569117, 'y': 0.1092369634308829}	other	{'other': 0.3894663126983317, 'arts': 0.04696412979243602, 'family': 0.04696412979243602, 'travel': 0.04696412979243602, 'style': 0.04696412979243602, 'games': 0.04696412979243602, 'science and technology': 0.04696412979243602, 'books': 0.04696412979243602, 'gastronomy': 0.04696412979243602, 'health': 0.04696412979243602, 'sports': 0.04696412979243602, 'beauty': 0.04696412979243602, 'business': 0.04696412979243602, 'politics': 0.04696412979243602}	personal	{'personal': 0.6990080134991012, 'promoting': 0.1865458653556339, 'missing': 0.05722306057263249, 'non_english': 0.05722306057263249}	919981054592802817
n	{'n': 0.9984002885212313, 'y': 0.0015997114787687093}	n	{'n': 0.9875761318312409, 'y': 0.012423868168759004}	n	{'n': 0.9999838481228104, 'y': 1.6151877189680202e-05}	n	{'n': 0.9999839185622015, 'y': 1.608143779857992e-05}	n	{'n': 0.9624076968058795, 'y': 0.0375923031941205}	n	{'n': 0.9999841075332571, 'y': 1.5892466742927446e-05}	n	{'n': 0.9998053453810326, 'y': 0.00019465461896733965}	n	{'n': 0.9809079588299443, 'y': 0.019092041170055734}	n	{'n': 0.6747200449839291, 'y': 0.3252799550160709}	n	{'n': 0.9980675780443556, 'y': 0.0019324219556444578}	n	{'n': 0.6234662474081024, 'y': 0.3765337525918976}	n	{'n': 0.9999835225127991, 'y': 1.6477487200891513e-05}	n	{'n': 0.9999841365680135, 'y': 1.586343198640893e-05}	n	{'n': 0.9999790184725, 'y': 2.0981527499978588e-05}	n	{'n': 0.9892157686767376, 'y': 0.010784231323262453}	n	{'n': 0.9876512048428447, 'y': 0.012348795157155286}	health	{'health': 0.9498976358426214, 'family': 0.02624007780777003, 'arts': 0.0019885238624673717, 'travel': 0.0019885238624673717, 'style': 0.0019885238624673717, 'games': 0.0019885238624673717, 'science and technology': 0.0019885238624673717, 'books': 0.0019885238624673717, 'gastronomy': 0.0019885238624673717, 'sports': 0.0019885238624673717, 'beauty': 0.0019885238624673717, 'business': 0.0019885238624673717, 'other': 0.0019885238624673717, 'politics': 0.0019885238624673717}	promoting	{'promoting': 0.8894751680872397, 'personal': 0.036852990104577724, 'missing': 0.03683592090409129, 'non_english': 0.03683592090409129}	850518072456749061
n	{'n': 0.9998873983438988, 'y': 0.00011260165610109122}	n	{'n': 0.9999439932727094, 'y': 5.600672729056138e-05}	n	{'n': 0.9999932580135653, 'y': 6.74198643467603e-06}	n	{'n': 0.9998956075867478, 'y': 0.00010439241325220772}	n	{'n': 0.9999962736618467, 'y': 3.726338153327759e-06}	n	{'n': 0.9999981840303593, 'y': 1.8159696406203168e-06}	n	{'n': 0.9999998293752355, 'y': 1.706247645650936e-07}	n	{'n': 0.9999988656321105, 'y': 1.1343678895155284e-06}	n	{'n': 0.9999976863000667, 'y': 2.3136999334097556e-06}	n	{'n': 0.9999954096570309, 'y': 4.590342969034602e-06}	n	{'n': 0.9453932680839463, 'y': 0.0546067319160536}	n	{'n': 0.9999999018974397, 'y': 9.810256024589612e-08}	n	{'n': 0.9999997618835021, 'y': 2.3811649788376373e-07}	n	{'n': 0.9998962821579448, 'y': 0.00010371784205524284}	n	{'n': 0.9999455798000675, 'y': 5.442019993251469e-05}	y	{'y': 0.9997107866164554, 'n': 0.00028921338354468193}	travel	{'travel': 0.9998921253799337, 'arts': 8.298047697460493e-06, 'family': 8.298047697460493e-06, 'style': 8.298047697460493e-06, 'games': 8.298047697460493e-06, 'science and technology': 8.298047697460493e-06, 'books': 8.298047697460493e-06, 'gastronomy': 8.298047697460493e-06, 'health': 8.298047697460493e-06, 'sports': 8.298047697460493e-06, 'beauty': 8.298047697460493e-06, 'business': 8.298047697460493e-06, 'other': 8.298047697460493e-06, 'politics': 8.298047697460493e-06}	promoting	{'promoting': 0.9999298821829466, 'personal': 2.337260568439956e-05, 'missing': 2.337260568439956e-05, 'non_english': 2.337260568439956e-05}	888407085079244801
n	{'n': 0.9949997095626869, 'y': 0.005000290437313146}	n	{'n': 0.878947512546895, 'y': 0.12105248745310507}	n	{'n': 0.9957472902801022, 'y': 0.004252709719897704}	n	{'n': 0.9957488018712397, 'y': 0.004251198128760359}	n	{'n': 0.9932007031985844, 'y': 0.0067992968014155735}	n	{'n': 0.9957508218431571, 'y': 0.004249178156842914}	y	{'y': 0.99580297516798, 'n': 0.004197024832019966}	n	{'n': 0.9957273424070257, 'y': 0.004272657592974396}	n	{'n': 0.9462282714235349, 'y': 0.053771728576465096}	n	{'n': 0.9957212329426479, 'y': 0.0042787670573520755}	y	{'y': 0.5509191892125552, 'n': 0.44908081078744466}	n	{'n': 0.9956004628336144, 'y': 0.004399537166385674}	n	{'n': 0.9957514500673816, 'y': 0.004248549932618356}	n	{'n': 0.9957462460187843, 'y': 0.004253753981215792}	n	{'n': 0.8461092016598184, 'y': 0.15389079834018154}	n	{'n': 0.995061306263419, 'y': 0.004938693736580968}	games	{'games': 0.733560207236883, 'arts': 0.020495368674085926, 'family': 0.020495368674085926, 'travel': 0.020495368674085926, 'style': 0.020495368674085926, 'science and technology': 0.020495368674085926, 'books': 0.020495368674085926, 'gastronomy': 0.020495368674085926, 'health': 0.020495368674085926, 'sports': 0.020495368674085926, 'beauty': 0.020495368674085926, 'business': 0.020495368674085926, 'other': 0.020495368674085926, 'politics': 0.020495368674085926}	promoting	{'promoting': 0.6752233335812902, 'personal': 0.20624132865030412, 'missing': 0.05926766888420291, 'non_english': 0.05926766888420291}	830935997575790592
n	{'n': 0.9515984308103058, 'y': 0.048401569189694196}	n	{'n': 0.9900627422588535, 'y': 0.009937257741146501}	n	{'n': 0.9971299714417535, 'y': 0.0028700285582464176}	n	{'n': 0.9916883228039832, 'y': 0.008311677196016706}	n	{'n': 0.975666494924316, 'y': 0.024333505075684103}	n	{'n': 0.9998878077462097, 'y': 0.00011219225379039053}	n	{'n': 0.9999907409629102, 'y': 9.259037089762135e-06}	n	{'n': 0.999990754843086, 'y': 9.24515691396382e-06}	n	{'n': 0.9987366856319886, 'y': 0.001263314368011358}	n	{'n': 0.9999899179533768, 'y': 1.008204662323836e-05}	y	{'y': 0.5354593545335516, 'n': 0.46454064546644835}	n	{'n': 0.9998843115098331, 'y': 0.00011568849016683195}	n	{'n': 0.9999907639583289, 'y': 9.236041671101192e-06}	n	{'n': 0.999990781250159, 'y': 9.218749841025169e-06}	n	{'n': 0.7932804350325666, 'y': 0.20671956496743338}	n	{'n': 0.9774264605837896, 'y': 0.02257353941621039}	style	{'style': 0.27704417177971363, 'arts': 0.055611986786175883, 'family': 0.055611986786175883, 'travel': 0.055611986786175883, 'games': 0.055611986786175883, 'science and technology': 0.055611986786175883, 'books': 0.055611986786175883, 'gastronomy': 0.055611986786175883, 'health': 0.055611986786175883, 'sports': 0.055611986786175883, 'beauty': 0.055611986786175883, 'business': 0.055611986786175883, 'other': 0.055611986786175883, 'politics': 0.055611986786175883}	promoting	{'promoting': 0.9675090764701837, 'personal': 0.010833653058871283, 'missing': 0.010828635235472488, 'non_english': 0.010828635235472488}	885609821357174786
n	{'n': 0.9108385469296426, 'y': 0.08916145307035749}	n	{'n': 0.9998713915931181, 'y': 0.0001286084068818843}	n	{'n': 0.9843080125579019, 'y': 0.015691987442098213}	n	{'n': 0.96227982359339, 'y': 0.03772017640660994}	n	{'n': 0.9926217484851116, 'y': 0.007378251514888295}	n	{'n': 0.9998224258811288, 'y': 0.00017757411887117628}	n	{'n': 0.9999967738240906, 'y': 3.226175909349455e-06}	n	{'n': 0.9999057175204854, 'y': 9.428247951462671e-05}	n	{'n': 0.9999329546203639, 'y': 6.704537963608675e-05}	n	{'n': 0.9999968240269851, 'y': 3.175973014837392e-06}	n	{'n': 0.520163589790343, 'y': 0.47983641020965684}	n	{'n': 0.9996601343891202, 'y': 0.0003398656108798269}	n	{'n': 0.9999968288777499, 'y': 3.1711222501000147e-06}	n	{'n': 0.9999968562926334, 'y': 3.143707366576703e-06}	n	{'n': 0.8636025630523025, 'y': 0.1363974369476975}	y	{'y': 0.9992754564932151, 'n': 0.0007245435067848237}	travel	{'travel': 0.5890279306453854, 'style': 0.1205621153443897, 'arts': 0.024200829500852034, 'family': 0.024200829500852034, 'games': 0.024200829500852034, 'science and technology': 0.024200829500852034, 'books': 0.024200829500852034, 'gastronomy': 0.024200829500852034, 'health': 0.024200829500852034, 'sports': 0.024200829500852034, 'beauty': 0.024200829500852034, 'business': 0.024200829500852034, 'other': 0.024200829500852034, 'politics': 0.024200829500852034}	promoting	{'promoting': 0.9850568634496379, 'personal': 0.004982584039182468, 'missing': 0.004980276255589768, 'non_english': 0.004980276255589768}	877676825685524480
y	{'y': 0.827292218346791, 'n': 0.1727077816532091}	n	{'n': 0.9539550473983416, 'y': 0.046044952601658404}	n	{'n': 0.999955307946426, 'y': 4.4692053574154565e-05}	n	{'n': 0.9990081089195301, 'y': 0.0009918910804699178}	n	{'n': 0.9869103936637549, 'y': 0.01308960633624509}	n	{'n': 0.9999423462241768, 'y': 5.765377582324702e-05}	n	{'n': 0.9999954217547037, 'y': 4.578245296285091e-06}	n	{'n': 0.9998746314105815, 'y': 0.00012536858941846144}	n	{'n': 0.999498468720868, 'y': 0.0005015312791321022}	n	{'n': 0.9999954464128022, 'y': 4.553587197774363e-06}	n	{'n': 0.998897684193996, 'y': 0.0011023158060039354}	n	{'n': 0.9999954312645724, 'y': 4.568735427671111e-06}	n	{'n': 0.9999954473759337, 'y': 4.55262406623838e-06}	n	{'n': 0.9998079351073089, 'y': 0.00019206489269101327}	n	{'n': 0.9723791768002523, 'y': 0.02762082319974773}	n	{'n': 0.9721736638476737, 'y': 0.02782633615232623}	arts	{'arts': 0.4255050859740582, 'other': 0.243966570600455, 'family': 0.02754402861879055, 'travel': 0.02754402861879055, 'style': 0.02754402861879055, 'games': 0.02754402861879055, 'science and technology': 0.02754402861879055, 'books': 0.02754402861879055, 'gastronomy': 0.02754402861879055, 'health': 0.02754402861879055, 'sports': 0.02754402861879055, 'beauty': 0.02754402861879055, 'business': 0.02754402861879055, 'politics': 0.02754402861879055}	promoting	{'promoting': 0.9720044061686516, 'personal': 0.02052646458695255, 'missing': 0.003734564622197894, 'non_english': 0.003734564622197894}	964851804579262464
